Refactoring Type,Source File,Model,Split,Pos Train,Neg Train,Accuracy,TN,TP,FN,FP,Model Params,Approach,Type Split,Type File
Move Class,MEA,LogisticRegression,0.3,19,108,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Class,MEA,RandomForest,0.4,16,93,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Move Class,MEA,SVM,0.4,16,93,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Class,MEA,LogisticRegression,0.4,16,93,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Class,MEA,RandomForest,0.5,13,78,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Move Class,MEA,SVM,0.5,13,78,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Class,MEA,LogisticRegression,0.5,13,78,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Rename Package,MEA,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Rename Package,MEA,SVM,0.2,6,139,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Rename Package,MEA,LogisticRegression,0.2,6,139,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Rename Package,MEA,RandomForest,0.3,5,122,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Rename Package,MEA,SVM,0.3,5,122,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Rename Package,MEA,LogisticRegression,0.3,5,122,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Rename Package,MEA,RandomForest,0.4,4,105,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Rename Package,MEA,SVM,0.4,4,105,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Rename Package,MEA,LogisticRegression,0.4,4,105,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Rename Package,MEA,RandomForest,0.5,3,88,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Rename Package,MEA,SVM,0.5,3,88,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Rename Package,MEA,LogisticRegression,0.5,3,88,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Pull Up Method,MEA,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Pull Up Method,MEA,SVM,0.2,6,139,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Pull Up Method,MEA,LogisticRegression,0.2,6,139,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Pull Up Method,MEA,RandomForest,0.3,6,121,0.4811320754716981,96,0,100,4,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Pull Up Method,MEA,SVM,0.3,6,121,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Pull Up Method,MEA,LogisticRegression,0.3,6,121,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Pull Up Method,MEA,RandomForest,0.4,5,104,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Pull Up Method,MEA,SVM,0.4,5,104,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Pull Up Method,MEA,LogisticRegression,0.4,5,104,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Pull Up Method,MEA,RandomForest,0.5,4,87,0.4885057471264368,98,0,100,2,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Pull Up Method,MEA,SVM,0.5,4,87,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Pull Up Method,MEA,LogisticRegression,0.5,4,87,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Attribute,MEA,RandomForest,0.2,10,135,0.45714285714285713,91,0,100,9,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Move Attribute,MEA,SVM,0.2,10,135,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Attribute,MEA,LogisticRegression,0.2,10,135,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Attribute,MEA,RandomForest,0.3,8,119,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,False,False
Move Attribute,MEA,SVM,0.3,8,119,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Attribute,MEA,LogisticRegression,0.3,8,119,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Attribute,MEA,RandomForest,0.4,7,102,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Move Attribute,MEA,SVM,0.4,7,102,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Attribute,MEA,LogisticRegression,0.4,7,102,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Attribute,MEA,RandomForest,0.5,6,85,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Move Attribute,MEA,SVM,0.5,6,85,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Attribute,MEA,LogisticRegression,0.5,6,85,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Method,MEA,RandomForest,0.2,8,137,0.4714285714285714,94,0,100,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Move Method,MEA,SVM,0.2,8,137,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Method,MEA,LogisticRegression,0.2,8,137,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Method,MEA,RandomForest,0.3,7,120,0.6185897435897436,90,33,67,10,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",MEA,False,False
Move Method,MEA,SVM,0.3,7,120,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Method,MEA,LogisticRegression,0.3,7,120,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Method,MEA,RandomForest,0.4,6,103,0.5742753623188406,90,25,75,10,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Move Method,MEA,SVM,0.4,6,103,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Method,MEA,LogisticRegression,0.4,6,103,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Move Method,MEA,RandomForest,0.5,5,86,0.5767441860465117,95,20,80,5,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Move Method,MEA,SVM,0.5,5,86,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Move Method,MEA,LogisticRegression,0.5,5,86,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Extract Superclass,MEA,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Extract Superclass,MEA,SVM,0.2,6,139,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Extract Superclass,MEA,LogisticRegression,0.2,6,139,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Extract Superclass,MEA,RandomForest,0.3,6,121,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,False
Extract Superclass,MEA,SVM,0.3,6,121,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Extract Superclass,MEA,LogisticRegression,0.3,6,121,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Extract Superclass,MEA,RandomForest,0.4,5,104,0.4928571428571429,99,0,100,1,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,False
Extract Superclass,MEA,SVM,0.4,5,104,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Extract Superclass,MEA,LogisticRegression,0.4,5,104,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Extract Superclass,MEA,RandomForest,0.5,4,87,0.4885057471264368,98,0,100,2,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,False
Extract Superclass,MEA,SVM,0.5,4,87,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,False
Extract Superclass,MEA,LogisticRegression,0.5,4,87,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,False
Inline Method,MEA_single,RandomForest,0.2,11,117,0.4827586206896552,97,0,100,3,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,False,True
Inline Method,MEA_single,SVM,0.2,11,117,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Inline Method,MEA_single,LogisticRegression,0.2,11,117,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Inline Method,MEA_single,RandomForest,0.3,10,102,0.48863636363636365,98,0,100,2,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,False,True
Inline Method,MEA_single,SVM,0.3,10,102,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Inline Method,MEA_single,LogisticRegression,0.3,10,102,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Inline Method,MEA_single,RandomForest,0.4,8,88,0.49137931034482757,98,0,100,2,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,False,True
Inline Method,MEA_single,SVM,0.4,8,88,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Inline Method,MEA_single,LogisticRegression,0.4,8,88,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Inline Method,MEA_single,RandomForest,0.5,7,73,0.4931506849315068,99,0,100,1,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,True
Inline Method,MEA_single,SVM,0.5,7,73,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Inline Method,MEA_single,LogisticRegression,0.5,7,73,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Extract Method,MEA_single,RandomForest,0.2,78,50,0.4083333333333333,42,40,60,58,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,True
Extract Method,MEA_single,SVM,0.2,78,50,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Extract Method,MEA_single,LogisticRegression,0.2,78,50,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Extract Method,MEA_single,RandomForest,0.3,69,43,0.4691470054446461,42,52,48,58,"[""{'max"", ""depth': 10, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,True
Extract Method,MEA_single,SVM,0.3,69,43,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Extract Method,MEA_single,LogisticRegression,0.3,69,43,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Extract Method,MEA_single,RandomForest,0.4,59,37,0.5205128205128206,40,64,36,60,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,True
Extract Method,MEA_single,SVM,0.4,59,37,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Extract Method,MEA_single,LogisticRegression,0.4,59,37,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Extract Method,MEA_single,RandomForest,0.5,49,31,0.5039499670836076,35,65,35,65,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,True
Extract Method,MEA_single,SVM,0.5,49,31,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Extract Method,MEA_single,LogisticRegression,0.5,49,31,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Class,MEA_single,RandomForest,0.2,14,114,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,True
Move Class,MEA_single,SVM,0.2,14,114,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Class,MEA_single,LogisticRegression,0.2,14,114,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Class,MEA_single,RandomForest,0.3,13,99,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,True
Move Class,MEA_single,SVM,0.3,13,99,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Class,MEA_single,LogisticRegression,0.3,13,99,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Class,MEA_single,RandomForest,0.4,11,85,0.49122807017543857,98,0,100,2,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",MEA,False,True
Move Class,MEA_single,SVM,0.4,11,85,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Class,MEA_single,LogisticRegression,0.4,11,85,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Class,MEA_single,RandomForest,0.5,9,71,0.49295774647887325,99,0,100,1,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,False,True
Move Class,MEA_single,SVM,0.5,9,71,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Class,MEA_single,LogisticRegression,0.5,9,71,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Attribute,MEA_single,RandomForest,0.2,6,122,0.45161290322580644,90,0,100,10,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,True
Move Attribute,MEA_single,SVM,0.2,6,122,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Attribute,MEA_single,LogisticRegression,0.2,6,122,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Attribute,MEA_single,RandomForest,0.3,5,107,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,False,True
Move Attribute,MEA_single,SVM,0.3,5,107,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Attribute,MEA_single,LogisticRegression,0.3,5,107,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Attribute,MEA_single,RandomForest,0.4,4,92,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,True
Move Attribute,MEA_single,SVM,0.4,4,92,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Attribute,MEA_single,LogisticRegression,0.4,4,92,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Move Attribute,MEA_single,RandomForest,0.5,3,77,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,False,True
Move Attribute,MEA_single,SVM,0.5,3,77,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,False,True
Move Attribute,MEA_single,LogisticRegression,0.5,3,77,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,False,True
Inline Method,MEA_split,RandomForest,0.2,12,24,0.5088028169014085,77,25,75,23,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",MEA,True,False
Inline Method,MEA_split,SVM,0.2,12,24,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Inline Method,MEA_split,LogisticRegression,0.2,12,24,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Inline Method,MEA_split,RandomForest,0.3,11,22,0.3680555555555556,74,0,100,26,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,True,False
Inline Method,MEA_split,SVM,0.3,11,22,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Inline Method,MEA_split,LogisticRegression,0.3,11,22,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Inline Method,MEA_split,RandomForest,0.4,9,18,0.47731660231660233,67,29,71,33,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",MEA,True,False
Inline Method,MEA_split,SVM,0.4,9,18,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Inline Method,MEA_split,LogisticRegression,0.4,9,18,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Inline Method,MEA_split,RandomForest,0.5,8,16,0.5508333333333333,73,38,62,27,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,True,False
Inline Method,MEA_split,SVM,0.5,8,16,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Inline Method,MEA_split,LogisticRegression,0.5,8,16,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Extract Method,MEA_split,RandomForest,0.2,85,37,0.5215311004784688,32,73,27,68,"[""{'max"", ""depth': 10, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",MEA,True,False
Extract Method,MEA_split,SVM,0.2,85,37,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Extract Method,MEA_split,LogisticRegression,0.2,85,37,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Extract Method,MEA_split,RandomForest,0.3,74,37,0.48604465709728867,18,79,21,82,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,True,False
Extract Method,MEA_split,SVM,0.3,74,37,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Extract Method,MEA_split,LogisticRegression,0.3,74,37,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Extract Method,MEA_split,RandomForest,0.4,64,37,0.5067319461444308,32,70,30,68,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,True,False
Extract Method,MEA_split,SVM,0.4,64,37,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Extract Method,MEA_split,LogisticRegression,0.4,64,37,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Extract Method,MEA_split,RandomForest,0.5,53,37,0.5043859649122807,34,67,33,66,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,True,False
Extract Method,MEA_split,SVM,0.5,53,37,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Extract Method,MEA_split,LogisticRegression,0.5,53,37,0.5,0,100,0,100,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Move Class,MEA_split,RandomForest,0.2,21,42,0.6216814159292036,74,50,50,26,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,True,False
Move Class,MEA_split,SVM,0.2,21,42,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Move Class,MEA_split,LogisticRegression,0.2,21,42,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Move Class,MEA_split,RandomForest,0.3,18,36,0.6778711484593838,69,67,33,31,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",MEA,True,False
Move Class,MEA_split,SVM,0.3,18,36,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Move Class,MEA_split,LogisticRegression,0.3,18,36,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Move Class,MEA_split,RandomForest,0.4,16,32,0.6019955654101996,66,55,45,34,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",MEA,True,False
Move Class,MEA_split,SVM,0.4,16,32,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Move Class,MEA_split,LogisticRegression,0.4,16,32,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Move Class,MEA_split,RandomForest,0.5,13,26,0.6143410852713178,73,50,50,27,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,True,False
Move Class,MEA_split,SVM,0.5,13,26,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Move Class,MEA_split,LogisticRegression,0.5,13,26,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Rename Package,MEA_split,RandomForest,0.2,5,10,0.6772727272727272,85,50,50,15,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,True,False
Rename Package,MEA_split,SVM,0.2,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Rename Package,MEA_split,LogisticRegression,0.2,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Rename Package,MEA_split,RandomForest,0.3,4,8,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,True,False
Rename Package,MEA_split,SVM,0.3,4,8,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
Rename Package,MEA_split,LogisticRegression,0.3,4,8,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",MEA,True,False
Rename Package,MEA_split,RandomForest,0.4,4,8,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",MEA,True,False
Rename Package,MEA_split,SVM,0.4,4,8,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",MEA,True,False
