Refactoring Type,Source File,Model,Split,Pos Train,Neg Train,Accuracy,TN,TP,FN,FP,Model Params,Approach,Type Split,Type File,metric
Move Method,count_split,RandomForest,0.3,7,14,0.468,94,0,100,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",count,True,False,TN
Move Method,count_split,RandomForest,0.2,8,16,0.708,92,50,50,8,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,False,TP
Pull Up Method,count_split,RandomForest,0.2,6,12,0.63,76,50,50,24,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",count,True,False,Accuracy
Pull Up Method,count_split,SVM,0.2,6,12,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'rbf'}""]",count,True,False,TN
Pull Up Method,count_split,RandomForest,0.2,6,12,0.63,76,50,50,24,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",count,True,False,TP
Rename Package,count_split,LogisticRegression,0.3,4,8,0.964,93,100,0,7,"[""{'C': 0.1, 'max"", ""iter': 100}""]",count,True,False,Accuracy
Rename Package,count_split,RandomForest,0.3,4,8,0.482,96,0,100,4,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,False,TN
Rename Package,count_split,RandomForest,0.2,5,10,0.961,92,100,0,8,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,False,TP
Extract Method,count_split_single,RandomForest,0.4,58,31,0.646,52,78,22,48,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,True,Accuracy
Extract Method,count_split_single,RandomForest,0.4,58,31,0.646,52,78,22,48,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,True,TN
Extract Method,count_split_single,SVM,0.3,68,31,0.563,23,90,10,77,"[""{'C': 0.1, 'kernel': 'linear'}""]",count,True,True,TP
Inline Method,count_split_single,RandomForest,0.4,8,16,0.855,88,83,17,12,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",count,True,True,Accuracy
Inline Method,count_split_single,RandomForest,0.5,7,14,0.673,92,43,57,8,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,True,TN
Inline Method,count_split_single,RandomForest,0.4,8,16,0.855,88,83,17,12,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",count,True,True,TP
Move Attribute,count_split_single,LogisticRegression,0.2,5,10,0.617,73,50,50,27,"[""{'C': 1, 'max"", ""iter': 100}""]",count,True,True,Accuracy
Move Attribute,count_split_single,SVM,0.2,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'rbf'}""]",count,True,True,TN
Move Attribute,count_split_single,LogisticRegression,0.2,5,10,0.617,73,50,50,27,"[""{'C': 1, 'max"", ""iter': 100}""]",count,True,True,TP
Move Class,count_split_single,RandomForest,0.2,14,28,0.809,87,75,25,13,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",count,True,True,Accuracy
Move Class,count_split_single,RandomForest,0.5,9,18,0.567,91,22,78,9,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",count,True,True,TN
Move Class,count_split_single,RandomForest,0.2,14,28,0.809,87,75,25,13,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",count,True,True,TP
Extract Method,ratio,LogisticRegression,0.2,85,60,0.677,40,95,5,60,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,False,False,Accuracy
Extract Method,ratio,SVM,0.2,85,60,0.674,67,68,32,33,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,False,TN
Extract Method,ratio,LogisticRegression,0.2,85,60,0.677,40,95,5,60,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,False,False,TP
Extract Superclass,ratio,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,Accuracy
Extract Superclass,ratio,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,TN
Extract Superclass,ratio,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,TP
Inline Method,ratio,RandomForest,0.3,11,116,0.59,98,20,80,2,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,Accuracy
Inline Method,ratio,RandomForest,0.2,13,132,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,TN
Inline Method,ratio,SVM,0.5,8,83,0.589,93,25,75,7,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,False,TP
Move Attribute,ratio,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,Accuracy
Move Attribute,ratio,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,TN
Move Attribute,ratio,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,TP
Move Class,ratio,RandomForest,0.5,13,78,0.588,96,21,79,4,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratio,False,False,Accuracy
Move Class,ratio,LogisticRegression,0.3,19,108,0.5,100,0,100,0,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,False,False,TN
Move Class,ratio,RandomForest,0.5,13,78,0.588,96,21,79,4,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratio,False,False,TP
Move Method,ratio,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,Accuracy
Move Method,ratio,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,TN
Move Method,ratio,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,False,False,TP
Pull Up Method,ratio,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,Accuracy
Pull Up Method,ratio,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,TN
Pull Up Method,ratio,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,False,TP
Rename Package,ratio,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,False,False,Accuracy
Rename Package,ratio,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,False,False,TN
Rename Package,ratio,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,False,False,TP
Extract Method,ratio_single,SVM,0.3,69,43,0.782,74,83,17,26,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,Accuracy
Extract Method,ratio_single,SVM,0.3,69,43,0.782,74,83,17,26,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,TN
Extract Method,ratio_single,LogisticRegression,0.3,69,43,0.746,53,97,3,47,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,False,True,TP
Inline Method,ratio_single,SVM,0.2,11,117,0.667,100,33,67,0,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,Accuracy
Inline Method,ratio_single,SVM,0.2,11,117,0.667,100,33,67,0,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,TN
Inline Method,ratio_single,SVM,0.2,11,117,0.667,100,33,67,0,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,TP
Move Attribute,ratio_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,True,Accuracy
Move Attribute,ratio_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,True,TN
Move Attribute,ratio_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,False,True,TP
Move Class,ratio_single,SVM,0.5,9,71,0.638,94,33,67,6,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,Accuracy
Move Class,ratio_single,SVM,0.2,14,114,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratio,False,True,TN
Move Class,ratio_single,SVM,0.5,9,71,0.638,94,33,67,6,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,False,True,TP
Extract Method,ratio_split,RandomForest,0.5,53,37,0.654,47,83,17,53,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ratio,True,False,Accuracy
Extract Method,ratio_split,RandomForest,0.5,53,37,0.654,47,83,17,53,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ratio,True,False,TN
Extract Method,ratio_split,SVM,0.2,85,37,0.648,34,95,5,66,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,False,TP
Extract Superclass,ratio_split,SVM,0.4,4,8,0.633,77,50,50,23,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,False,Accuracy
Extract Superclass,ratio_split,LogisticRegression,0.3,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratio,True,False,TN
Extract Superclass,ratio_split,RandomForest,0.2,6,12,0.605,71,50,50,29,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,True,False,TP
Inline Method,ratio_split,RandomForest,0.5,8,16,0.739,85,62,38,15,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratio,True,False,Accuracy
Inline Method,ratio_split,LogisticRegression,0.4,9,18,0.555,97,14,86,3,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,True,False,TN
Inline Method,ratio_split,SVM,0.5,8,16,0.668,59,75,25,41,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,False,TP
Move Attribute,ratio_split,RandomForest,0.3,8,16,0.583,92,25,75,8,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,True,False,Accuracy
Move Attribute,ratio_split,SVM,0.2,9,18,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratio,True,False,TN
Move Attribute,ratio_split,RandomForest,0.3,8,16,0.583,92,25,75,8,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,True,False,TP
Move Class,ratio_split,LogisticRegression,0.2,21,42,0.811,96,67,33,4,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,True,False,Accuracy
Move Class,ratio_split,SVM,0.3,18,36,0.761,97,56,44,3,"[""{'C': 10, 'kernel': 'linear'}""]",ratio,True,False,TN
Move Class,ratio_split,RandomForest,0.4,16,32,0.729,73,73,27,27,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ratio,True,False,TP
Move Method,ratio_split,RandomForest,0.2,8,16,0.715,93,50,50,7,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,True,False,Accuracy
Move Method,ratio_split,LogisticRegression,0.2,8,16,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratio,True,False,TN
Move Method,ratio_split,RandomForest,0.2,8,16,0.715,93,50,50,7,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,True,False,TP
Pull Up Method,ratio_split,SVM,0.2,6,12,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratio,True,False,Accuracy
Pull Up Method,ratio_split,SVM,0.2,6,12,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratio,True,False,TN
Pull Up Method,ratio_split,RandomForest,0.2,6,12,0.392,78,0,100,22,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,True,False,TP
Rename Package,ratio_split,LogisticRegression,0.2,5,10,0.979,96,100,0,4,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,True,False,Accuracy
Rename Package,ratio_split,SVM,0.3,4,8,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratio,True,False,TN
Rename Package,ratio_split,RandomForest,0.2,5,10,0.945,89,100,0,11,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,True,False,TP
Extract Method,ratio_split_single,SVM,0.3,68,31,0.674,55,80,20,45,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,True,Accuracy
Extract Method,ratio_split_single,SVM,0.5,49,31,0.647,58,71,29,42,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,True,TN
Extract Method,ratio_split_single,LogisticRegression,0.3,68,31,0.612,29,93,7,71,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,True,True,TP
Inline Method,ratio_split_single,SVM,0.5,7,14,0.778,98,57,43,2,"[""{'C': 1, 'kernel': 'rbf'}""]",ratio,True,True,Accuracy
Inline Method,ratio_split_single,LogisticRegression,0.4,8,16,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratio,True,True,TN
Inline Method,ratio_split_single,RandomForest,0.4,8,16,0.772,88,67,33,12,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratio,True,True,TP
Move Attribute,ratio_split_single,SVM,0.3,4,8,0.515,70,33,67,30,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,True,Accuracy
Move Attribute,ratio_split_single,LogisticRegression,0.2,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratio,True,True,TN
Move Attribute,ratio_split_single,SVM,0.3,4,8,0.515,70,33,67,30,"[""{'C': 10, 'kernel': 'rbf'}""]",ratio,True,True,TP
Move Class,ratio_split_single,LogisticRegression,0.2,14,28,0.84,93,75,25,7,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,True,True,Accuracy
Move Class,ratio_split_single,LogisticRegression,0.2,14,28,0.84,93,75,25,7,"[""{'C': 10, 'max"", ""iter': 100}""]",ratio,True,True,TN
Move Class,ratio_split_single,RandomForest,0.2,14,28,0.783,82,75,25,18,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,True,True,TP
Extract Method,ratiocount,RandomForest,0.2,85,60,0.653,53,77,23,47,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,Accuracy
Extract Method,ratiocount,RandomForest,0.2,85,60,0.653,53,77,23,47,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,TN
Extract Method,ratiocount,SVM,0.3,75,52,0.55,13,97,3,87,"[""{'C': 10, 'kernel': 'linear'}""]",ratiocount,False,False,TP
Extract Superclass,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,Accuracy
Extract Superclass,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,TN
Extract Superclass,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,TP
Inline Method,ratiocount,LogisticRegression,0.2,13,132,0.652,97,33,67,3,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratiocount,False,False,Accuracy
Inline Method,ratiocount,RandomForest,0.2,13,132,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratiocount,False,False,TN
Inline Method,ratiocount,LogisticRegression,0.2,13,132,0.652,97,33,67,3,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratiocount,False,False,TP
Move Attribute,ratiocount,LogisticRegression,0.5,6,85,0.655,98,33,67,2,"[""{'C': 10, 'max"", ""iter': 100}""]",ratiocount,False,False,Accuracy
Move Attribute,ratiocount,LogisticRegression,0.2,10,135,0.5,100,0,100,0,"[""{'C': 1, 'max"", ""iter': 100}""]",ratiocount,False,False,TN
Move Attribute,ratiocount,LogisticRegression,0.5,6,85,0.655,98,33,67,2,"[""{'C': 10, 'max"", ""iter': 100}""]",ratiocount,False,False,TP
Move Class,ratiocount,SVM,0.2,22,123,0.584,97,20,80,3,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,False,Accuracy
Move Class,ratiocount,SVM,0.4,16,93,0.5,100,0,100,0,"[""{'C': 0.1, 'kernel': 'rbf'}""]",ratiocount,False,False,TN
Move Class,ratiocount,SVM,0.2,22,123,0.584,97,20,80,3,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,False,TP
Move Method,ratiocount,RandomForest,0.3,7,120,0.638,94,33,67,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,Accuracy
Move Method,ratiocount,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,TN
Move Method,ratiocount,RandomForest,0.3,7,120,0.638,94,33,67,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,TP
Pull Up Method,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratiocount,False,False,Accuracy
Pull Up Method,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratiocount,False,False,TN
Pull Up Method,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratiocount,False,False,TP
Rename Package,ratiocount,SVM,0.2,6,139,0.986,97,100,0,3,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,False,Accuracy
Rename Package,ratiocount,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,False,TN
Rename Package,ratiocount,SVM,0.2,6,139,0.986,97,100,0,3,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,False,TP
Extract Method,ratiocount_single,RandomForest,0.3,69,43,0.73,63,83,17,37,"[""{'max"", ""depth': 10, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,True,Accuracy
Extract Method,ratiocount_single,RandomForest,0.3,69,43,0.73,63,83,17,37,"[""{'max"", ""depth': 10, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,True,TN
Extract Method,ratiocount_single,SVM,0.2,78,50,0.6,25,95,5,75,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,True,TP
Inline Method,ratiocount_single,LogisticRegression,0.4,8,88,0.557,95,17,83,5,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratiocount,False,True,Accuracy
Inline Method,ratiocount_single,RandomForest,0.2,11,117,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ratiocount,False,True,TN
Inline Method,ratiocount_single,LogisticRegression,0.4,8,88,0.557,95,17,83,5,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratiocount,False,True,TP
Move Attribute,ratiocount_single,SVM,0.4,4,92,0.65,97,33,67,3,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,True,Accuracy
Move Attribute,ratiocount_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratiocount,False,True,TN
Move Attribute,ratiocount_single,SVM,0.4,4,92,0.65,97,33,67,3,"[""{'C': 0.1, 'kernel': 'linear'}""]",ratiocount,False,True,TP
Move Class,ratiocount_single,LogisticRegression,0.5,9,71,0.708,97,44,56,3,"[""{'C': 1, 'max"", ""iter': 100}""]",ratiocount,False,True,Accuracy
Move Class,ratiocount_single,SVM,0.5,9,71,0.556,100,11,89,0,"[""{'C': 10, 'kernel': 'rbf'}""]",ratiocount,False,True,TN
Move Class,ratiocount_single,LogisticRegression,0.5,9,71,0.708,97,44,56,3,"[""{'C': 1, 'max"", ""iter': 100}""]",ratiocount,False,True,TP
Extract Method,ratiocount_smote_single,RandomForest,0.3,69,69,0.774,79,76,24,21,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ratiocount,False,True,Accuracy
Extract Method,ratiocount_smote_single,SVM,0.2,78,78,0.767,83,70,30,17,"[""{'C': 1, 'kernel': 'linear'}""]",ratiocount,False,True,TN
Extract Method,ratiocount_smote_single,SVM,0.3,69,69,0.518,11,93,7,89,"[""{'C': 10, 'kernel': 'rbf'}""]",ratiocount,False,True,TP
Inline Method,ratiocount_smote_single,LogisticRegression,0.5,73,73,0.798,74,86,14,26,"[""{'C': 1, 'max"", ""iter': 100}""]",ratiocount,False,True,Accuracy
Inline Method,ratiocount_smote_single,RandomForest,0.2,117,117,0.632,93,33,67,7,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratiocount,False,True,TN
Inline Method,ratiocount_smote_single,LogisticRegression,0.5,73,73,0.798,74,86,14,26,"[""{'C': 1, 'max"", ""iter': 100}""]",ratiocount,False,True,TP
Move Class,ratiocount_smote_single,LogisticRegression,0.2,114,114,0.804,86,75,25,14,"[""{'C': 0.1, 'max"", ""iter': 100}""]",ratiocount,False,True,Accuracy
Move Class,ratiocount_smote_single,SVM,0.4,85,85,0.724,88,57,43,12,"[""{'C': 10, 'kernel': 'linear'}""]",ratiocount,False,True,TN
Move Class,ratiocount_smote_single,SVM,0.2,114,114,0.732,71,75,25,29,"[""{'C': 1, 'kernel': 'linear'}""]",ratiocount,False,True,TP
Extract Method,ratiocount_split,RandomForest,0.5,53,37,0.585,45,72,28,55,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratiocount,True,False,Accuracy
Extract Method,ratiocount_split,RandomForest,0.5,53,37,0.585,45,72,28,55,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratiocount,True,False,TN
Extract Method,ratiocount_split,LogisticRegression,0.2,85,37,0.543,13,95,5,87,"[""{'C': 1, 'max"", ""iter': 100}""]",ratiocount,True,False,TP
Extract Superclass,ratiocount_split,LogisticRegression,0.4,4,8,0.523,80,25,75,20,"[""{'C': 10, 'max"", ""iter': 100}""]",ratiocount,True,False,Accuracy
Extract Superclass,ratiocount_split,LogisticRegression,0.4,4,8,0.523,80,25,75,20,"[""{'C': 10, 'max"", ""iter': 100}""]",ratiocount,True,False,TN
